Material|ASIN|Product-url|AI-reviews
8903287002328|B01C8JZ0LY|https://www.amazon.in/dp/B01C8JZ0LY?th=1#customerReviews|No AI-review summary
8903287002397|B01C8JZ4TW|https://www.amazon.in/dp/B01C8JZ4TW?th=1#customerReviews|No AI-review summary
8903287002403|B01C8JZ4RE|https://www.amazon.in/dp/B01C8JZ4RE?th=1#customerReviews|No AI-review summary
8903287004582|B0743BR7JS|https://www.amazon.in/dp/B0743BR7JS?th=1#customerReviews|No AI-review summary
8903287001963|B01H1Z5FBK|https://www.amazon.in/dp/B01H1Z5FBK?th=1#customerReviews|Customers find the dishwasher useful and consider it good value for money. The cleaning ability and functionality receive mixed reviews - while some say it cleans well and works satisfactorily, others report it can't handle heavily soiled dishes and note manufacturing defects. Installation experiences are mixed, with some finding it easy to operate while others describe horrible experiences. The drying performance is problematic, with customers reporting that dishes don't dry completely.
8903287002694|B08KHXMJ6D|https://www.amazon.in/dp/B08KHXMJ6D?th=1#customerReviews|Customers find the dishwasher does its job well. However, the washability receives negative feedback, with multiple customers reporting that dishes are not cleaned properly. Additionally, customers consider the product expensive.
8903287001956|B00LSJEJFE|https://www.amazon.in/dp/B00LSJEJFE?th=1#customerReviews|Customers find the dishwasher to be a very effective cleaner, with one mentioning that dishes come out super clean. The machine's quality receives positive feedback, with one customer noting it runs well.
8903287024641|B0856FPFY2|https://www.amazon.in/dp/B0856FPFY2?th=1#customerReviews|Customers find the washing machine to be of good build quality, easy to operate, and consider it an absolute value for money. The wash quality receives mixed feedback - while some say it works superbly well, others report it takes too much time and doesn't clean clothes properly. The noise level is also mixed, with some finding it low while others complain about crackling noises during spinning. Installation experiences are mixed, with some praising the installation team while others report poor service. The size receives mixed reviews, with some finding it suitable for small families while others say it's too small.
8903287023590|B071G3B81W|https://www.amazon.in/dp/B071G3B81W?th=1#customerReviews|Customers find the washing machine functions well and consider it a budget-friendly option, with an intuitive control panel and appealing appearance. The build quality receives mixed feedback, with some finding it durable while others report poor construction. Customers disagree on the noise level, with some noting low noise levels while others report high vibrations. Installation experiences are mixed, with some finding it super quick while others report delayed setup by IFB engineers. The wash quality also receives mixed reviews, with some finding it good while others note it takes a lot of time for washing.
8903287024665|B08PCNV278|https://www.amazon.in/dp/B08PCNV278?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money, with positive feedback about its installation process. The washability and noise level receive mixed reviews, with some finding it good while others disagree, and some noting it's quiet while others find it noisy. Customers disagree on the quality, with some saying it's better than other brands.
8903287004742|B08P7ZL9RD|https://www.amazon.in/dp/B08P7ZL9RD?th=1#customerReviews|No AI-review summary
8903287004759|B08P7PPMDL|https://www.amazon.in/dp/B08P7PPMDL?th=1#customerReviews|No AI-review summary
8903287004735|B08P7ZLL5M|https://www.amazon.in/dp/B08P7ZLL5M?th=1#customerReviews|No AI-review summary
8903287004728|B08P81M8Z6|https://www.amazon.in/dp/B08P81M8Z6?th=1#customerReviews|No AI-review summary
8903287004711|B08P7Z8B24|https://www.amazon.in/dp/B08P7Z8B24?th=1#customerReviews|No AI-review summary
8903287023491|B01AJG4A4G|https://www.amazon.in/dp/B01AJG4A4G?th=1#customerReviews|Customers praise the washing machine's strong build quality, brilliant performance, and high-quality wash results. Moreover, they find it offers good value for money. However, the ease of installation receives mixed feedback, with some finding it very easy to use while others report poor installation service. Additionally, customers disagree on the noise level, with some noting it's less noisy while others find it little noisy.
8903287012907|B00O21Q976|https://www.amazon.in/dp/B00O21Q976?th=1#customerReviews|Customers praise the washing machine's strong build quality, brilliant performance, and high-quality wash results. Moreover, they find it offers good value for money. However, the ease of installation receives mixed feedback, with some finding it very easy to use while others report poor installation service. Additionally, customers disagree on the noise level, with some noting it's less noisy while others find it little noisy.
8903287024498|B07XVVJ2RZ|https://www.amazon.in/dp/B07XVVJ2RZ?th=1#customerReviews|No AI-review summary
8903287025389|B097K5RD6S|https://www.amazon.in/dp/B097K5RD6S?th=1#customerReviews|Customers find the washing machine to be of good quality, with various wash programs and superb cleaning capabilities, and consider it good value for money. They appreciate its ease of use and low noise level, though some report high noise levels. The spin functionality and water leakage receive negative feedback, with customers reporting technical issues and water not draining properly. Installation experiences are also poor, taking up to 30 minutes or more.
8903287024139|B07WMJMNWJ|https://www.amazon.in/dp/B07WMJMNWJ?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to operate, and satisfied with its performance and value for money. They praise its amazing washing quality and nice build. However, several customers report issues with noise and vibration during operation.
8903287024313|B07XVNTR6J|https://www.amazon.in/dp/B07XVNTR6J?th=1#customerReviews|Customers find the washing machine to be a high-performing appliance that's easy to use and offers good value for money. Moreover, they appreciate its wash quality, with one customer noting its many wash programs, and its effectiveness in reducing vibration by 85%. However, the noise level receives mixed feedback, with some customers finding it low while others report higher noise levels. Additionally, durability and service experiences are mixed, with some customers reporting issues with the top lid breaking and poor service performance.
8903287012372|B00LAXLLXG|https://www.amazon.in/dp/B00LAXLLXG?th=1#customerReviews|No AI-review summary
8903287012754|B0074GIVMC|https://www.amazon.in/dp/B0074GIVMC?th=1#customerReviews|Customers find the washing machine performs well and consider it good value for money.
8903287024184|B01AJO3PWG|https://www.amazon.in/dp/B01AJO3PWG?th=1#customerReviews|Customers find the washing machine to be of good quality and appreciate its excellent performance. The installation process receives mixed feedback, with several customers noting limited follow-up assistance during setup.
8903287023460|B078JLT92C|https://www.amazon.in/dp/B078JLT92C?th=1#customerReviews|Customers find the washing machine to be of good quality and appreciate its wash performance, with one mentioning its multiple washing modes.
8903287023934|B078JJ6C8B|https://www.amazon.in/dp/B078JJ6C8B?th=1#customerReviews|Customers find this washing machine to be of good quality, with one mentioning it works perfectly without needing a stand. They appreciate its wash performance, with one highlighting its numerous pre-programmed washing options, and find it easy to use with simple installation. The machine is quiet during operation and offers several programs for different needs. Customers also consider it good value for money.
8903287024320|B07XVNZZBD|https://www.amazon.in/dp/B07XVNZZBD?th=1#customerReviews|No AI-review summary
8903287023415|B01AJO3OXG|https://www.amazon.in/dp/B01AJO3OXG?th=1#customerReviews|Customers find the washing machine to be a quality product that saves manual effort and offers good value for money. The wash quality and installation experience receive mixed feedback - while the cleaning quality is good, some report it washing for up to 2 hours, and installation takes more than a week. Moreover, customers report poor service and functionality issues, with several mentioning the machine not working properly.
8903287024115|B07WHLQYJG|https://www.amazon.in/dp/B07WHLQYJG?th=1#customerReviews|No AI-review summary
8903287024306|B07XVNLX9Y|https://www.amazon.in/dp/B07XVNLX9Y?th=1#customerReviews|Customers find the washing machine to be of good quality and value for money, with one customer noting it runs smoothly. The noise level receives positive feedback. However, several customers report issues with vibration, particularly at higher speeds.
8903287023477|B078JLX3ZM|https://www.amazon.in/dp/B078JLX3ZM?th=1#customerReviews|Customers find this washing machine to be of good quality, with advanced wash programs and effective cleaning capabilities. They appreciate its value for money, user-friendly features, and silent operation, with one customer noting its pindrop silence during spinning. The performance receives positive feedback, though installation experiences are mixed. Several customers report issues with vibration during operation.
8903287201318|B0924DKBHV|https://www.amazon.in/dp/B0924DKBHV?th=1#customerReviews|No AI-review summary
8903287201332|B0924K6Y5B|https://www.amazon.in/dp/B0924K6Y5B?th=1#customerReviews|No AI-review summary
8903287024672|B08CY1PMC9|https://www.amazon.in/dp/B08CY1PMC9?th=1#customerReviews|Customers find this washing machine to be a great value for money with good build quality and ease of use. They appreciate its customization options, with one customer noting the flexibility to change temperature and delay settings. The wash quality and functionality receive mixed feedback - while some say it washes nicely, others report issues with the 30-minute quick wash cycle, and while some say it works well, others say it doesn't work at all. The noise level is also mixed, with some finding it very quiet while others report high noise levels.
8903287024368|B07XVP3BBL|https://www.amazon.in/dp/B07XVP3BBL?th=1#customerReviews|Customers find the washing machine to be of good quality and value for money, with a neat design and positive functionality. However, the noise level receives negative feedback, with several customers noting that it's very high.
8903287024351|B07XLSCXQ8|https://www.amazon.in/dp/B07XLSCXQ8?th=1#customerReviews|Customers find the washing machine offers good value for money and performs well, effectively cleaning 98% of dirt and stains. They appreciate its ease of use and functionality, with one customer noting it has all necessary features. The noise level receives mixed feedback, with several customers reporting moderately high noise levels.
8903287024504|B08JCSFPKY|https://www.amazon.in/dp/B08JCSFPKY?th=1#customerReviews|Customers find this washing machine to be a great product from IFB that works properly and offers good value for money. The machine is simple to use, with helpful installation assistance provided, and one customer notes it's sufficient for a family of 5. While the noise level receives mixed feedback, with some finding it moderate and others reporting high noise levels. The functionality receives mixed reviews, with several customers reporting that their machines stopped working.
8903287025396|B097K696T9|https://www.amazon.in/dp/B097K696T9?th=1#customerReviews|Customers find the washing machine to be well-designed and easy to use, with normal noise levels during operation. They consider it good value for money.
8903287001833|B01H1Z5FU6|https://www.amazon.in/dp/B01H1Z5FU6?th=1#customerReviews|No AI-review summary
8903287001826|B00LASF4S4|https://www.amazon.in/dp/B00LASF4S4?th=1#customerReviews|Customers find the dishwasher easy to use and install, and consider it particularly useful for working couples. The cleaning ability and functionality receive mixed reviews - while some say it cleans vessels well, others report that even vessels aren't cleaned properly and the machine stops working completely. Moreover, the quality, value for money, and installation experience are mixed, with several customers reporting poor quality, high costs, and installation issues. Additionally, water leakage is a significant concern for multiple customers.
8903287012389|B00LAXLN5C|https://www.amazon.in/dp/B00LAXLN5C?th=1#customerReviews|Customers find the washing machine to be of excellent quality with good performance, featuring a powerful motor and multiple wash programs that clean clothes effectively. They appreciate its ease of installation and consider it worth the price. The noise level receives mixed feedback, with some finding it very silent while others report huge noise levels. Customers disagree on the moisture level, with some saying it ensures nearly dry clothes while others report issues with water remaining after washing.
8903287024399|B07XVV86FQ|https://www.amazon.in/dp/B07XVV86FQ?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to use, and effective at cleaning clothes, with one customer noting it uses less detergent. The noise level and functionality receive mixed reviews, with some finding it low-noise and working well, while others report high noise levels and poor performance. The build quality and value for money are generally positive, though some customers report receiving damaged products. Customers disagree on the vibration level.
8903287023897|B07H6G2PZJ|https://www.amazon.in/dp/B07H6G2PZJ?th=1#customerReviews|No AI-review summary
8903287024580|B08KM26CZF|https://www.amazon.in/dp/B08KM26CZF?th=1#customerReviews|No AI-review summary
8903287024788|B08M643JST|https://www.amazon.in/dp/B08M643JST?th=1#customerReviews|Customers find the washing machine to be of good quality, sturdy, and easy to use, with better washing performance compared to other models. Moreover, they consider it good value for money. However, the noise level receives mixed feedback - while some report no vibrations compared to older models, others complain about high noise levels. Additionally, installation experiences are mixed, with some finding it good while others report installation issues.
8903287024023|B07MFPKX4W|https://www.amazon.in/dp/B07MFPKX4W?th=1#customerReviews|Customers find the washing machine performs well and is easy to use, with decent cleaning capabilities and good value for money. The noise level receives mixed feedback - while some find it silent in operation, others report high noise levels during spin cycles. The machine's quality and vibration levels also get mixed reviews, with some describing it as robust while others report poor quality and high shaking during operation.
8903287012945|B00FZCA51C|https://www.amazon.in/dp/B00FZCA51C?th=1#customerReviews|Customers find the washing machine performs well, lasting up to a year, with good cleaning capabilities and multiple wash options. They appreciate its value for money, hassle-free installation, and low noise level. However, the build quality receives mixed feedback, with some praising its construction while others report issues. Moreover, customers complain about vibration and noise during operation.
8903287012747|B01AJO3P1M|https://www.amazon.in/dp/B01AJO3P1M?th=1#customerReviews|Customers find the washing machine to be of good quality. They like the wash results, with one customer noting that clothes come out clean and dry.
8903287023804|B078JJTY8Q|https://www.amazon.in/dp/B078JJTY8Q?th=1#customerReviews|Customers find the washing machine performs superbly and is user-friendly, considering it good value for money. The washing quality and noise level receive mixed feedback - while some customers are happy with the washing quality, others find it among the worst in India, and many report that the noise level is very loud.
8903287023941|B07BNT389H|https://www.amazon.in/dp/B07BNT389H?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to install and use, and appreciate its value for money. The wash quality is good, with customers noting it cleans cloths well, and the build quality is satisfactory. However, customers report issues with noise during operation, and some mention that the machine doesn't work properly.
8903287024153|B07RXHWL6R|https://www.amazon.in/dp/B07RXHWL6R?th=1#customerReviews|Customers find the washing machine to be of good quality with superb washing performance. They appreciate its ease of use, value for money, and ability to control it from anywhere. The functionality and noise level receive mixed feedback - while some say it works well and has a low noise level, others report Alexa doesn't work properly and find the noise level high. The WiFi connectivity also gets mixed reviews, with some liking the feature while others experience issues with app and connectivity.
8903287023514|B07NJ322C4|https://www.amazon.in/dp/B07NJ322C4?th=1#customerReviews|Customers find the washing machine easy to use and consider it good value for money. The functionality and noise level receive mixed feedback.
8903287024245|B07GJM793C|https://www.amazon.in/dp/B07GJM793C?th=1#customerReviews|Customers are satisfied with the washing machine's performance and find it worth the money. They appreciate its detergent consumption, with one customer noting it uses less detergent while cleaning effectively. The machine receives mixed feedback regarding noise levels, with several customers reporting it is very noisy. Customers also express concerns about excessive vibration during operation.
8903287024252|B07DZTY1QK|https://www.amazon.in/dp/B07DZTY1QK?th=1#customerReviews|Customers find the washing machine to be of good quality and value for money, with no installation difficulties reported. The machine effectively cleans clothes, though some mention it makes a lot of noise. Several customers report issues with functionality and defective units.
8903287023811|B078JJHK6Q|https://www.amazon.in/dp/B078JJHK6Q?th=1#customerReviews|Customers find the washing machine's functionality positive, with one mentioning it ran well for some time. They praise its wash quality, with one customer noting the cradle wash feature for delicate clothes, and appreciate its features, with one highlighting its latest technology. While customers consider it worth the money, they express concerns about its noise level.
8903287024375|B07XVNSF2K|https://www.amazon.in/dp/B07XVNSF2K?th=1#customerReviews|Customers find the washing machine to be a high-quality appliance with multiple wash options and good value for money. They appreciate its nice appearance and find it easy to use. The noise level receives mixed feedback - while some say it's less noisy, others find it too loud. Installation experiences are also mixed, with some finding it hassle-free while others report poor service.
8903287200083|B0866ML94M|https://www.amazon.in/dp/B0866ML94M?th=1#customerReviews|No AI-review summary
8903287028533|B07PNJ6W51|https://www.amazon.in/dp/B07PNJ6W51?th=1#customerReviews|No AI-review summary
8903287028595|B07BLCST56|https://www.amazon.in/dp/B07BLCST56?th=1#customerReviews|Customers find the air conditioner's performance satisfactory and appreciate that installation is free. The cooling efficiency receives mixed feedback - while some say it's efficient, others report no cooling at all. Similarly, opinions on value for money are divided, with some considering it good value while others describe it as the worst product.
8903287200021|B0866MKVLV|https://www.amazon.in/dp/B0866MKVLV?th=1#customerReviews|No AI-review summary
8903287200366|B08N7JKLQ7|https://www.amazon.in/dp/B08N7JKLQ7?th=1#customerReviews|No AI-review summary
8903287200069|B0866MKVLT|https://www.amazon.in/dp/B0866MKVLT?th=1#customerReviews|Customers find this air conditioner to be the best in its class with good cooling efficiency, with one mentioning its 5210w capacity, and they appreciate its appearance and energy efficiency. Installation experiences are mixed, with some receiving prompt service while others report incomplete installations. The noise level and value for money receive mixed feedback, with some finding it low-noise and good value, while others find it slightly noisy and costly. The AC functionality is also mixed, with some saying it works well while others report it not working properly.
8903287200106|B0866N2QWF|https://www.amazon.in/dp/B0866N2QWF?th=1#customerReviews|No AI-review summary
8903287200342|B08N7HBMBC|https://www.amazon.in/dp/B08N7HBMBC?th=1#customerReviews|No AI-review summary
8903287200144|B0866MVRBT|https://www.amazon.in/dp/B0866MVRBT?th=1#customerReviews|No AI-review summary
8903287028922|B07PNNWTMJ|https://www.amazon.in/dp/B07PNNWTMJ?th=1#customerReviews|No AI-review summary
8903287028557|B07BLBLNGM|https://www.amazon.in/dp/B07BLBLNGM?th=1#customerReviews|Customers find the air conditioner to be of good quality and with superb performance. The installation service receives mixed feedback - while some customers appreciate the free installation service, others report installation problems. Cooling performance is also mixed, with some customers reporting decent cooling throughout the night while others say it doesn't cool at all.
8903287200045|B0866ML94L|https://www.amazon.in/dp/B0866ML94L?th=1#customerReviews|Customers find the air conditioner's cooling efficiency superb.
8903287200120|B0866MZWBS|https://www.amazon.in/dp/B0866MZWBS?th=1#customerReviews|Customers find the air conditioner to be powerful. However, the cooling performance receives mixed feedback, with some customers reporting it delivers instant cooling while others say it doesn't provide proper cooling.
8903287028946|B07PPTVJV3|https://www.amazon.in/dp/B07PPTVJV3?th=1#customerReviews|No AI-review summary
8903287028694|B07BLCSNP5|https://www.amazon.in/dp/B07BLCSNP5?th=1#customerReviews|Customers find the air conditioner to be a nice product that offers good value for money.
8903287021176|B00WUA0486|https://www.amazon.in/dp/B00WUA0486?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and consider it worth the price. However, the washability receives mixed feedback, with several customers reporting issues with cleaning clothes properly. Moreover, the design gets mixed reactions, with some appreciating its premium look. Additionally, the machine's functionality and noise level receive negative feedback, with customers reporting it stops working after 6 months and making excessive noise.
8903287021206|B00WU9Z51I|https://www.amazon.in/dp/B00WU9Z51I?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and offers good value for money. The wash quality receives mixed feedback - while some say it cleans clothes well, others find the quality unsatisfactory. Installation experiences are mixed, with some praising the friendly installation team while others report delivery and installation issues. The machine's functionality is concerning, with several customers reporting it stopped working within three months of purchase. The noise level also draws mixed reactions, with some noting it's low while others complain about high noise levels.
8903287021138|B00WU9Z51I|https://www.amazon.in/dp/B00WU9Z51I?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and offers good value for money. The wash quality receives mixed feedback - while some say it cleans clothes well, others find the quality unsatisfactory. Installation experiences are mixed, with some praising the friendly installation team while others report delivery and installation issues. The machine's functionality is concerning, with several customers reporting it stopped working within three months of purchase. The noise level also draws mixed reactions, with some noting it's low while others complain about high noise levels.
8903287022104|B097K6XBG2|https://www.amazon.in/dp/B097K6XBG2?th=1#customerReviews|Customers find the washing machine to be of good quality, easy to use, and consider it a complete value for money. However, the washability receives mixed feedback, with some saying it's pretty good while others report it doesn't clean clothes properly. Moreover, the noise level and functionality also get mixed reviews - while some say it's quiet, others note it vibrates a lot during operation, and while some report proper performance, others mention issues with malfunctioning features. Additionally, the water quality aspect is concerning, with reports of water overflowing and filling entire houses, and customers express disappointment with the installation service.
8903287021336|B084R6N14J|https://www.amazon.in/dp/B084R6N14J?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and offers good value for money. The washability and noise level receive mixed feedback - while some say it cleans clothes neatly and operates quietly, others report it doesn't clean effectively and produces high noise levels. The functionality and water leakage are significant concerns, with multiple customers reporting that the machine stops working and experiencing water leakage issues.
8903287021725|B08HNW5CS9|https://www.amazon.in/dp/B08HNW5CS9?th=1#customerReviews|Customers find the washing machine works well, is easy to use, and offers good value for money. The washability and noise level receive mixed feedback - while some say it cleans clothes neatly and operates quietly, others report it doesn't clean effectively and produces high noise levels. The functionality and water leakage are significant concerns, with multiple customers reporting that the machine stops working and experiencing water leakage issues.
8903287021671|B08HNYCJHX|https://www.amazon.in/dp/B08HNYCJHX?th=1#customerReviews|Customers find the washing machine to be of good quality, with a hassle-free operation and excellent performance. They appreciate its design and consider it worth the money. The wash quality and functionality receive mixed reviews - while some say it's perfect, others report issues with the washing drum displacement and poor performance. The noise level also gets mixed feedback, with some finding it low while others complain about noise.
8903287021985|B08W5CSJ5F|https://www.amazon.in/dp/B08W5CSJ5F?th=1#customerReviews|No AI-review summary
8903287021763|B08HNW9FNY|https://www.amazon.in/dp/B08HNW9FNY?th=1#customerReviews|Customers find the washing machine to be of good quality, sturdy, and appreciate its features and ease of use, with one customer noting it explains features without hurry or irritation. They consider it good value for money and like its washing performance, with one mentioning it cleans blankets nicely. The functionality receives mixed feedback - while some say it works well, others report it stopped working after just 8 days. The noise level also gets mixed reviews, with some finding it low while others report weird sounds. Installation experiences are negative, with customers describing the process as disheartening.
8903287021350|B07XVNFY2H|https://www.amazon.in/dp/B07XVNFY2H?th=1#customerReviews|No AI-review summary
8903287021992|B08W5BDQ63|https://www.amazon.in/dp/B08W5BDQ63?th=1#customerReviews|No AI-review summary
